organismQuantity	eventID	materialSampleID	eventRemarks	verbatimCoordinates	locality	verbatimDepth	eventDate	occurrenceStatus	sampleSizeValue	organismQuantityType	sampleSizeUnit	kingdom	phylum	class	order	family	genus	scientificName	scientificNameID	taxonRank	specificEpithet	occurrenceID
6	SAMN10847253	SAMN10847253	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-05-31	present	28126	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.2679_SAMN10847253
6	SAMN10847253	SAMN10847253	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-05-31	present	28126	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.2680_SAMN10847253
6	SAMN10847265	SAMN10847265	filtered water	43.28 N 2.97 W	Spain: Bilbao	surface	2017-02-03	present	6365	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.2703_SAMN10847265
6	SAMN10847265	SAMN10847265	filtered water	43.28 N 2.97 W	Spain: Bilbao	surface	2017-02-03	present	6365	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.275_SAMN10847265
6	SAMN10847359	SAMN10847359	settlement plates	43.28 N 2.97 W	Spain: Bilbao	7m	2017-10-11	present	43570	DNA Sequence reads	DNA Sequence reads	Eukaryota	Arthropoda	Malacostraca	Decapoda	Alpheidae	Athanas	Athanas nitescens	urn:lsid:marinespecies.org:taxname:107486	species	nitescens	asv.2751_SAMN10847359
6	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.2784_SAMN10847219
6	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium cladosporioides	urn:lsid:marinespecies.org:taxname:1415554	species	cladosporioides	asv.2785_SAMN10847219
6	SAMN10847253	SAMN10847253	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-05-31	present	28126	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.281_SAMN10847253
6	SAMN10847228	SAMN10847228	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2016-11-22	present	32657	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.2820_SAMN10847228
6	SAMN10847228	SAMN10847228	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2016-11-22	present	32657	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.2821_SAMN10847228
6	SAMN10847345	SAMN10847345	settlement plates	43.34 N 3.04 W	Spain: Bilbao	7m	2017-06-27	present	82594	DNA Sequence reads	DNA Sequence reads	Eukaryota		Phaeophyceae	Ralfsiales	Ralfsiaceae	Pseudolithoderma	Pseudolithoderma roscoffense	urn:lsid:marinespecies.org:taxname:144991	species	roscoffense	asv.2824_SAMN10847345
6	SAMN10847231	SAMN10847231	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-09-05	present	57217	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.2829_SAMN10847231
6	SAMN10847251	SAMN10847251	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-02-03	present	25614	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.2850_SAMN10847251
6	SAMN10847251	SAMN10847251	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-02-03	present	25614	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.2860_SAMN10847251
6	SAMN10847333	SAMN10847333	settlement plates	43.37 N 3.10 W	Spain: Bilbao	7m	2017-06-27	present	73769	DNA Sequence reads	DNA Sequence reads	Eukaryota	Discosea	Flabellinia	Dactylopodida	Paramoebidae	Paramoeba	Paramoeba	urn:lsid:marinespecies.org:taxname:120552	genus		asv.2922_SAMN10847333
6	SAMN10847253	SAMN10847253	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-05-31	present	28126	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.298_SAMN10847253
6	SAMN10847266	SAMN10847266	filtered water	43.28 N 2.97 W	Spain: Bilbao	surface	2017-05-31	present	14698	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.314_SAMN10847266
6	SAMN10847255	SAMN10847255	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-09-05	present	40406	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.314_SAMN10847255
6	SAMN10847231	SAMN10847231	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-09-05	present	57217	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.314_SAMN10847231
6	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3167_SAMN10847219
6	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Corynidae	Stauridiosarsia	Stauridiosarsia gemmifera	urn:lsid:marinespecies.org:taxname:565161	species	gemmifera	asv.3168_SAMN10847219
6	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads	Eukaryota	Mollusca	Gastropoda				Gastropoda	urn:lsid:marinespecies.org:taxname:101	class		asv.3169_SAMN10847219
6	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3170_SAMN10847219
6	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads	Eukaryota	Oomycota		Pythiales	Pythiaceae	Globisporangium	Globisporangium	urn:lsid:marinespecies.org:taxname:1469807	genus		asv.3171_SAMN10847219
6	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3172_SAMN10847219
6	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3174_SAMN10847219
6	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3175_SAMN10847219
6	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3176_SAMN10847219
6	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3177_SAMN10847219
6	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3178_SAMN10847219
6	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3179_SAMN10847219
6	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3180_SAMN10847219
6	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3181_SAMN10847219
6	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3182_SAMN10847219
6	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3183_SAMN10847219
6	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3184_SAMN10847219
6	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3185_SAMN10847219
6	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3186_SAMN10847219
6	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3188_SAMN10847219
6	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3189_SAMN10847219
6	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3190_SAMN10847219
6	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3191_SAMN10847219
6	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3192_SAMN10847219
6	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3193_SAMN10847219
6	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3198_SAMN10847223
6	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3199_SAMN10847223
6	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3200_SAMN10847223
6	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3201_SAMN10847223
6	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3202_SAMN10847223
6	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota	Cnidaria	Hydrozoa				Hydrozoa	urn:lsid:marinespecies.org:taxname:1337	class		asv.3203_SAMN10847223
6	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3204_SAMN10847223
6	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3205_SAMN10847223
6	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota	Haptista	Haptophyta	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis	urn:lsid:marinespecies.org:taxname:115088	genus		asv.3206_SAMN10847223
6	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.3207_SAMN10847223
6	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.3209_SAMN10847223
6	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota	Bacillariophyta					Bacillariophyta	urn:lsid:marinespecies.org:taxname:148898	phylum		asv.3210_SAMN10847223
6	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3212_SAMN10847223
6	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3213_SAMN10847223
6	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.3214_SAMN10847223
6	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.3215_SAMN10847223
6	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.3216_SAMN10847223
6	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3217_SAMN10847223
6	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004	species	closterium	asv.3218_SAMN10847223
6	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3219_SAMN10847223
6	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota	Cnidaria	Hydrozoa				Hydrozoa	urn:lsid:marinespecies.org:taxname:1337	class		asv.3220_SAMN10847223
6	SAMN10847226	SAMN10847226	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-02-03	present	30902	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3229_SAMN10847226
6	SAMN10847226	SAMN10847226	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-02-03	present	30902	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3230_SAMN10847226
6	SAMN10847226	SAMN10847226	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-02-03	present	30902	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3231_SAMN10847226
6	SAMN10847226	SAMN10847226	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-02-03	present	30902	DNA Sequence reads	DNA Sequence reads	Eukaryota	Oomycota		Saprolegniales	Saprolegniaceae	Achlya	Achlya oligacantha	urn:lsid:marinespecies.org:taxname:1			asv.3232_SAMN10847226
6	SAMN10847226	SAMN10847226	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-02-03	present	30902	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3233_SAMN10847226
6	SAMN10847226	SAMN10847226	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-02-03	present	30902	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3234_SAMN10847226
6	SAMN10847226	SAMN10847226	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-02-03	present	30902	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3235_SAMN10847226
6	SAMN10847226	SAMN10847226	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-02-03	present	30902	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3236_SAMN10847226
6	SAMN10847228	SAMN10847228	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2016-11-22	present	32657	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3242_SAMN10847228
6	SAMN10847228	SAMN10847228	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2016-11-22	present	32657	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3243_SAMN10847228
6	SAMN10847229	SAMN10847229	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-05-31	present	51070	DNA Sequence reads	DNA Sequence reads	Eukaryota		Phaeophyceae				Phaeophyceae	urn:lsid:marinespecies.org:taxname:830	class		asv.3247_SAMN10847229
6	SAMN10847229	SAMN10847229	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-05-31	present	51070	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.3248_SAMN10847229
6	SAMN10847229	SAMN10847229	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-05-31	present	51070	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3249_SAMN10847229
6	SAMN10847229	SAMN10847229	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-05-31	present	51070	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3250_SAMN10847229
6	SAMN10847229	SAMN10847229	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-05-31	present	51070	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.3251_SAMN10847229
6	SAMN10847229	SAMN10847229	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-05-31	present	51070	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3252_SAMN10847229
6	SAMN10847229	SAMN10847229	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-05-31	present	51070	DNA Sequence reads	DNA Sequence reads	Eukaryota	Arthropoda	Arachnida	Araneae	Linyphiidae	Arcuphantes	Arcuphantes pennatus	urn:lsid:marinespecies.org:taxname:1			asv.3253_SAMN10847229
6	SAMN10847231	SAMN10847231	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-09-05	present	57217	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3257_SAMN10847231
6	SAMN10847231	SAMN10847231	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-09-05	present	57217	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3258_SAMN10847231
6	SAMN10847231	SAMN10847231	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-09-05	present	57217	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3259_SAMN10847231
6	SAMN10847231	SAMN10847231	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-09-05	present	57217	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.3260_SAMN10847231
